villager,level,trade,base item,buy,demand,increase,price,trade_type
Leatherworker,Novice,Leather Pants,Emerald,12,11,6,9,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,1,0,0,7,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,2,1,1,8,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,3,2,2,9,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,4,3,4,11,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,5,4,5,12,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,6,5,7,14,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,7,6,8,15,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,8,7,9,16,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,9,8,11,18,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,10,9,12,19,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,11,10,14,21,Player buys
Leatherworker,Novice,Leather Tunic,Emerald,12,11,15,22,Player buys
Leatherworker,Apprentice,Emerald,Flint,1,0,0,26,Player sells
Leatherworker,Apprentice,Emerald,Flint,2,1,1,27,Player sells
Leatherworker,Apprentice,Emerald,Flint,3,2,2,28,Player sells
Leatherworker,Apprentice,Emerald,Flint,4,3,3,29,Player sells
Leatherworker,Apprentice,Emerald,Flint,5,4,5,31,Player sells
Leatherworker,Apprentice,Emerald,Flint,6,5,6,32,Player sells
Leatherworker,Apprentice,Emerald,Flint,7,6,7,33,Player sells
Leatherworker,Apprentice,Emerald,Flint,8,7,9,35,Player sells
Leatherworker,Apprentice,Emerald,Flint,9,8,10,36,Player sells
Leatherworker,Apprentice,Emerald,Flint,10,9,11,37,Player sells
Leatherworker,Apprentice,Emerald,Flint,11,10,13,39,Player sells
Leatherworker,Apprentice,Emerald,Flint,12,11,14,40,Player sells
Leatherworker,Apprentice,Leather Cap,Emerald,1,0,0,5,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,2,1,1,6,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,3,2,2,7,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,4,3,3,8,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,5,4,4,9,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,6,5,5,10,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,7,6,6,11,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,8,7,7,12,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,9,8,8,13,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,10,9,9,14,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,11,10,10,15,Player buys
Leatherworker,Apprentice,Leather Cap,Emerald,12,11,11,16,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,1,0,0,4,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,2,1,0,4,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,3,2,1,5,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,4,3,2,6,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,5,4,3,7,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,6,5,4,8,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,7,6,4,8,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,8,7,5,9,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,9,8,6,10,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,10,9,7,11,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,11,10,8,12,Player buys
Leatherworker,Apprentice,Leather Boots,Emerald,12,11,8,12,Player buys
Leatherworker,Journeyman,Emerald,Rabbit Hide,1,0,0,9,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,2,1,0,9,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,3,2,0,9,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,4,3,1,10,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,5,4,1,10,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,6,5,2,11,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,7,6,2,11,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,8,7,3,12,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,9,8,3,12,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,10,9,4,13,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,11,10,4,13,Player sells
Leatherworker,Journeyman,Emerald,Rabbit Hide,12,11,4,13,Player sells
Leatherworker,Journeyman,Leather Tunic,Emerald,1,0,0,7,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,2,1,1,8,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,3,2,2,9,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,4,3,4,11,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,5,4,5,12,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,6,5,7,14,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,7,6,8,15,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,8,7,9,16,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,9,8,11,18,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,10,9,12,19,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,11,10,14,21,Player buys
Leatherworker,Journeyman,Leather Tunic,Emerald,12,11,15,22,Player buys
Leatherworker,Expert,Emerald,Turtle Scute,1,0,0,4,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,2,1,0,4,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,3,2,0,4,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,4,3,0,4,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,5,4,0,4,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,6,5,1,5,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,7,6,1,5,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,8,7,1,5,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,9,8,1,5,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,10,9,1,5,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,11,10,2,6,Player sells
Leatherworker,Expert,Emerald,Turtle Scute,12,11,2,6,Player sells
Leatherworker,Expert,Leather Horse Armor,Emerald,1,0,0,6,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,2,1,1,7,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,3,2,2,8,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,4,3,3,9,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,5,4,4,10,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,6,5,6,12,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,7,6,7,13,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,8,7,8,14,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,9,8,9,15,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,10,9,10,16,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,11,10,12,18,Player buys
Leatherworker,Expert,Leather Horse Armor,Emerald,12,11,13,19,Player buys
Leatherworker,Master,Leather Cap,Emerald,1,0,0,5,Player buys
Leatherworker,Master,Leather Cap,Emerald,2,1,1,6,Player buys
Leatherworker,Master,Leather Cap,Emerald,3,2,2,7,Player buys
Leatherworker,Master,Leather Cap,Emerald,4,3,3,8,Player buys
Leatherworker,Master,Leather Cap,Emerald,5,4,4,9,Player buys
Leatherworker,Master,Leather Cap,Emerald,6,5,5,10,Player buys
Leatherworker,Master,Leather Cap,Emerald,7,6,6,11,Player buys
Leatherworker,Master,Leather Cap,Emerald,8,7,7,12,Player buys
Leatherworker,Master,Leather Cap,Emerald,9,8,8,13,Player buys
Leatherworker,Master,Leather Cap,Emerald,10,9,9,14,Player buys
Leatherworker,Master,Leather Cap,Emerald,11,10,10,15,Player buys
Leatherworker,Master,Leather Cap,Emerald,12,11,11,16,Player buys
Leatherworker,Master,Saddle,Emerald,1,0,0,6,Player buys
Leatherworker,Master,Saddle,Emerald,2,1,1,7,Player buys
Leatherworker,Master,Saddle,Emerald,3,2,2,8,Player buys
Leatherworker,Master,Saddle,Emerald,4,3,3,9,Player buys
Leatherworker,Master,Saddle,Emerald,5,4,4,10,Player buys
Leatherworker,Master,Saddle,Emerald,6,5,6,12,Player buys
Leatherworker,Master,Saddle,Emerald,7,6,7,13,Player buys
Leatherworker,Master,Saddle,Emerald,8,7,8,14,Player buys
Leatherworker,Master,Saddle,Emerald,9,8,9,15,Player buys
Leatherworker,Master,Saddle,Emerald,10,9,10,16,Player buys
Leatherworker,Master,Saddle,Emerald,11,10,12,18,Player buys
Leatherworker,Master,Saddle,Emerald,12,11,13,19,Player buys
Librarian,Novice,Emerald,Paper,1,0,0,24,Player sells
Librarian,Novice,Emerald,Paper,2,1,1,25,Player sells
Librarian,Novice,Emerald,Paper,3,2,2,26,Player sells
Librarian,Novice,Emerald,Paper,4,3,3,27,Player sells
Librarian,Novice,Emerald,Paper,5,4,4,28,Player sells
Librarian,Novice,Emerald,Paper,6,5,6,30,Player sells
Librarian,Novice,Emerald,Paper,7,6,7,31,Player sells
Librarian,Novice,Emerald,Paper,8,7,8,32,Player sells
Librarian,Novice,Emerald,Paper,9,8,9,33,Player sells
Librarian,Novice,Emerald,Paper,10,9,10,34,Player sells
Librarian,Novice,Emerald,Paper,11,10,12,36,Player sells
Librarian,Novice,Emerald,Paper,12,11,13,37,Player sells
Librarian,Novice,Emerald,Paper,13,12,14,38,Player sells
Librarian,Novice,Emerald,Paper,14,13,15,39,Player sells
Librarian,Novice,Emerald,Paper,15,14,16,40,Player sells
Librarian,Novice,Emerald,Paper,16,15,18,42,Player sells
Librarian,Novice,Bookshelf,Emerald,1,0,0,9,Player buys
Librarian,Novice,Bookshelf,Emerald,2,1,0,9,Player buys
Librarian,Novice,Bookshelf,Emerald,3,2,0,9,Player buys
Librarian,Novice,Bookshelf,Emerald,4,3,1,10,Player buys
Librarian,Novice,Bookshelf,Emerald,5,4,1,10,Player buys
Librarian,Novice,Bookshelf,Emerald,6,5,2,11,Player buys
Librarian,Novice,Bookshelf,Emerald,7,6,2,11,Player buys
Librarian,Novice,Bookshelf,Emerald,8,7,3,12,Player buys
Librarian,Novice,Bookshelf,Emerald,9,8,3,12,Player buys
Librarian,Novice,Bookshelf,Emerald,10,9,4,13,Player buys
Librarian,Novice,Bookshelf,Emerald,11,10,4,13,Player buys
Librarian,Novice,Bookshelf,Emerald,12,11,4,13,Player buys
Librarian,Novice,Enchanted Book,Emerald + Book,1,0,0,35,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,2,1,7,42,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,3,2,14,49,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,4,3,21,56,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,5,4,28,63,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,6,5,35,70,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,7,6,42,77,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,8,7,49,84,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,9,8,56,91,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,10,9,63,98,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,11,10,70,105,Player sells
Librarian,Novice,Enchanted Book,Emerald + Book,12,11,77,112,Player sells
Librarian,Apprentice,Emerald,Book,1,0,0,4,Player sells
Librarian,Apprentice,Emerald,Book,2,1,0,4,Player sells
Librarian,Apprentice,Emerald,Book,3,2,0,4,Player sells
Librarian,Apprentice,Emerald,Book,4,3,0,4,Player sells
Librarian,Apprentice,Emerald,Book,5,4,0,4,Player sells
Librarian,Apprentice,Emerald,Book,6,5,1,5,Player sells
Librarian,Apprentice,Emerald,Book,7,6,1,5,Player sells
Librarian,Apprentice,Emerald,Book,8,7,1,5,Player sells
Librarian,Apprentice,Emerald,Book,9,8,1,5,Player sells
Librarian,Apprentice,Emerald,Book,10,9,1,5,Player sells
Librarian,Apprentice,Emerald,Book,11,10,2,6,Player sells
Librarian,Apprentice,Emerald,Book,12,11,2,6,Player sells
Librarian,Apprentice,Lantern,Emerald,1,0,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,2,1,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,3,2,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,4,3,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,5,4,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,6,5,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,7,6,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,8,7,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,9,8,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,10,9,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,11,10,0,1,Player buys
Librarian,Apprentice,Lantern,Emerald,12,11,0,1,Player buys
Librarian,Apprentice,Enchanted Book,Emerald + Book,1,0,0,35,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,2,1,7,42,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,3,2,14,49,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,4,3,21,56,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,5,4,28,63,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,6,5,35,70,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,7,6,42,77,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,8,7,49,84,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,9,8,56,91,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,10,9,63,98,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,11,10,70,105,Player sells
Librarian,Apprentice,Enchanted Book,Emerald + Book,12,11,77,112,Player sells
Librarian,Journeyman,Emerald,Ink Sac,1,0,0,5,Player sells
Librarian,Journeyman,Emerald,Ink Sac,2,1,0,5,Player sells
Librarian,Journeyman,Emerald,Ink Sac,3,2,0,5,Player sells
Librarian,Journeyman,Emerald,Ink Sac,4,3,0,5,Player sells
Librarian,Journeyman,Emerald,Ink Sac,5,4,1,6,Player sells
Librarian,Journeyman,Emerald,Ink Sac,6,5,1,6,Player sells
Librarian,Journeyman,Emerald,Ink Sac,7,6,1,6,Player sells
Librarian,Journeyman,Emerald,Ink Sac,8,7,1,6,Player sells
Librarian,Journeyman,Emerald,Ink Sac,9,8,2,7,Player sells
Librarian,Journeyman,Emerald,Ink Sac,10,9,2,7,Player sells
Librarian,Journeyman,Emerald,Ink Sac,11,10,2,7,Player sells
Librarian,Journeyman,Emerald,Ink Sac,12,11,2,7,Player sells
Librarian,Journeyman,Glass,Emerald,1,0,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,2,1,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,3,2,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,4,3,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,5,4,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,6,5,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,7,6,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,8,7,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,9,8,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,10,9,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,11,10,0,1,Player buys
Librarian,Journeyman,Glass,Emerald,12,11,0,1,Player buys
Librarian,Journeyman,Enchanted Book,Emerald + Book,1,0,0,35,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,2,1,7,42,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,3,2,14,49,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,4,3,21,56,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,5,4,28,63,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,6,5,35,70,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,7,6,42,77,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,8,7,49,84,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,9,8,56,91,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,10,9,63,98,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,11,10,70,105,Player sells
Librarian,Journeyman,Enchanted Book,Emerald + Book,12,11,77,112,Player sells
Librarian,Expert,Emerald,Book and Quill,1,0,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,2,1,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,3,2,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,4,3,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,5,4,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,6,5,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,7,6,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,8,7,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,9,8,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,10,9,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,11,10,0,1,Player sells
Librarian,Expert,Emerald,Book and Quill,12,11,0,1,Player sells
Librarian,Expert,Compass,Emerald,1,0,0,4,Player buys
Librarian,Expert,Compass,Emerald,2,1,0,4,Player buys
Librarian,Expert,Compass,Emerald,3,2,0,4,Player buys
Librarian,Expert,Compass,Emerald,4,3,0,4,Player buys
Librarian,Expert,Compass,Emerald,5,4,0,4,Player buys
Librarian,Expert,Compass,Emerald,6,5,1,5,Player buys
Librarian,Expert,Compass,Emerald,7,6,1,5,Player buys
Librarian,Expert,Compass,Emerald,8,7,1,5,Player buys
Librarian,Expert,Compass,Emerald,9,8,1,5,Player buys
Librarian,Expert,Compass,Emerald,10,9,1,5,Player buys
Librarian,Expert,Compass,Emerald,11,10,2,6,Player buys
Librarian,Expert,Compass,Emerald,12,11,2,6,Player buys
Librarian,Expert,Clock,Emerald,1,0,0,5,Player buys
Librarian,Expert,Clock,Emerald,2,1,0,5,Player buys
Librarian,Expert,Clock,Emerald,3,2,0,5,Player buys
Librarian,Expert,Clock,Emerald,4,3,0,5,Player buys
Librarian,Expert,Clock,Emerald,5,4,1,6,Player buys
Librarian,Expert,Clock,Emerald,6,5,1,6,Player buys
Librarian,Expert,Clock,Emerald,7,6,1,6,Player buys
Librarian,Expert,Clock,Emerald,8,7,1,6,Player buys
Librarian,Expert,Clock,Emerald,9,8,2,7,Player buys
Librarian,Expert,Clock,Emerald,10,9,2,7,Player buys
Librarian,Expert,Clock,Emerald,11,10,2,7,Player buys
Librarian,Expert,Clock,Emerald,12,11,2,7,Player buys
Librarian,Expert,Enchanted Book,Emerald + Book,1,0,0,35,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,2,1,7,42,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,3,2,14,49,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,4,3,21,56,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,5,4,28,63,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,6,5,35,70,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,7,6,42,77,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,8,7,49,84,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,9,8,56,91,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,10,9,63,98,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,11,10,70,105,Player sells
Librarian,Expert,Enchanted Book,Emerald + Book,12,11,77,112,Player sells
Librarian,Master,Red Candle,Emerald,1,0,0,3,Player buys
Librarian,Master,Red Candle,Emerald,2,1,0,3,Player buys
Librarian,Master,Red Candle,Emerald,3,2,0,3,Player buys
Librarian,Master,Red Candle,Emerald,4,3,0,3,Player buys
Librarian,Master,Red Candle,Emerald,5,4,0,3,Player buys
Librarian,Master,Red Candle,Emerald,6,5,0,3,Player buys
Librarian,Master,Red Candle,Emerald,7,6,0,3,Player buys
Librarian,Master,Red Candle,Emerald,8,7,1,4,Player buys
Librarian,Master,Red Candle,Emerald,9,8,1,4,Player buys
Librarian,Master,Red Candle,Emerald,10,9,1,4,Player buys
Librarian,Master,Red Candle,Emerald,11,10,1,4,Player buys
Librarian,Master,Red Candle,Emerald,12,11,1,4,Player buys
Librarian,Master,Yellow Candle,Emerald,1,0,0,3,Player buys
Librarian,Master,Yellow Candle,Emerald,2,1,0,3,Player buys
Librarian,Master,Yellow Candle,Emerald,3,2,0,3,Player buys
Librarian,Master,Yellow Candle,Emerald,4,3,0,3,Player buys
Librarian,Master,Yellow Candle,Emerald,5,4,0,3,Player buys
Librarian,Master,Yellow Candle,Emerald,6,5,0,3,Player buys
Librarian,Master,Yellow Candle,Emerald,7,6,0,3,Player buys
Librarian,Master,Yellow Candle,Emerald,8,7,1,4,Player buys
Librarian,Master,Yellow Candle,Emerald,9,8,1,4,Player buys
Librarian,Master,Yellow Candle,Emerald,10,9,1,4,Player buys
Librarian,Master,Yellow Candle,Emerald,11,10,1,4,Player buys
Librarian,Master,Yellow Candle,Emerald,12,11,1,4,Player buys
Mason,Novice,Emerald,Clay Ball,1,0,0,10,Player sells
Mason,Novice,Emerald,Clay Ball,2,1,0,10,Player sells
Mason,Novice,Emerald,Clay Ball,3,2,1,11,Player sells
Mason,Novice,Emerald,Clay Ball,4,3,1,11,Player sells
Mason,Novice,Emerald,Clay Ball,5,4,2,12,Player sells
Mason,Novice,Emerald,Clay Ball,6,5,2,12,Player sells
Mason,Novice,Emerald,Clay Ball,7,6,3,13,Player sells
Mason,Novice,Emerald,Clay Ball,8,7,3,13,Player sells
Mason,Novice,Emerald,Clay Ball,9,8,4,14,Player sells
Mason,Novice,Emerald,Clay Ball,10,9,4,14,Player sells
Mason,Novice,Emerald,Clay Ball,11,10,5,15,Player sells
Mason,Novice,Emerald,Clay Ball,12,11,5,15,Player sells
Mason,Novice,Emerald,Clay Ball,13,12,6,16,Player sells
Mason,Novice,Emerald,Clay Ball,14,13,6,16,Player sells
Mason,Novice,Emerald,Clay Ball,15,14,7,17,Player sells
Mason,Novice,Emerald,Clay Ball,16,15,7,17,Player sells
Mason,Novice,Brick,Emerald,1,0,0,1,Player buys
Mason,Novice,Brick,Emerald,2,1,0,1,Player buys
Mason,Novice,Brick,Emerald,3,2,0,1,Player buys
Mason,Novice,Brick,Emerald,4,3,0,1,Player buys
Mason,Novice,Brick,Emerald,5,4,0,1,Player buys
Mason,Novice,Brick,Emerald,6,5,0,1,Player buys
Mason,Novice,Brick,Emerald,7,6,0,1,Player buys
Mason,Novice,Brick,Emerald,8,7,0,1,Player buys
Mason,Novice,Brick,Emerald,9,8,0,1,Player buys
Mason,Novice,Brick,Emerald,10,9,0,1,Player buys
Mason,Novice,Brick,Emerald,11,10,0,1,Player buys
Mason,Novice,Brick,Emerald,12,11,0,1,Player buys
Mason,Novice,Brick,Emerald,13,12,0,1,Player buys
Mason,Novice,Brick,Emerald,14,13,0,1,Player buys
Mason,Novice,Brick,Emerald,15,14,0,1,Player buys
Mason,Novice,Brick,Emerald,16,15,0,1,Player buys
Mason,Apprentice,Emerald,Stone,1,0,0,20,Player sells
Mason,Apprentice,Emerald,Stone,2,1,1,21,Player sells
Mason,Apprentice,Emerald,Stone,3,2,2,22,Player sells
Mason,Apprentice,Emerald,Stone,4,3,3,23,Player sells
Mason,Apprentice,Emerald,Stone,5,4,4,24,Player sells
Mason,Apprentice,Emerald,Stone,6,5,5,25,Player sells
Mason,Apprentice,Emerald,Stone,7,6,6,26,Player sells
Mason,Apprentice,Emerald,Stone,8,7,7,27,Player sells
Mason,Apprentice,Emerald,Stone,9,8,8,28,Player sells
Mason,Apprentice,Emerald,Stone,10,9,9,29,Player sells
Mason,Apprentice,Emerald,Stone,11,10,10,30,Player sells
Mason,Apprentice,Emerald,Stone,12,11,11,31,Player sells
Mason,Apprentice,Emerald,Stone,13,12,12,32,Player sells
Mason,Apprentice,Emerald,Stone,14,13,13,33,Player sells
Mason,Apprentice,Emerald,Stone,15,14,14,34,Player sells
Mason,Apprentice,Emerald,Stone,16,15,15,35,Player sells
Mason,Apprentice,Chiseled Stone Bricks,Emerald,1,0,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,2,1,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,3,2,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,4,3,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,5,4,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,6,5,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,7,6,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,8,7,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,9,8,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,10,9,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,11,10,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,12,11,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,13,12,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,14,13,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,15,14,0,1,Player buys
Mason,Apprentice,Chiseled Stone Bricks,Emerald,16,15,0,1,Player buys
Mason,Journeyman,Emerald,Granite,1,0,0,16,Player sells
Mason,Journeyman,Emerald,Granite,2,1,0,16,Player sells
Mason,Journeyman,Emerald,Granite,3,2,1,17,Player sells
Mason,Journeyman,Emerald,Granite,4,3,2,18,Player sells
Mason,Journeyman,Emerald,Granite,5,4,3,19,Player sells
Mason,Journeyman,Emerald,Granite,6,5,4,20,Player sells
Mason,Journeyman,Emerald,Granite,7,6,4,20,Player sells
Mason,Journeyman,Emerald,Granite,8,7,5,21,Player sells
Mason,Journeyman,Emerald,Granite,9,8,6,22,Player sells
Mason,Journeyman,Emerald,Granite,10,9,7,23,Player sells
Mason,Journeyman,Emerald,Granite,11,10,8,24,Player sells
Mason,Journeyman,Emerald,Granite,12,11,8,24,Player sells
Mason,Journeyman,Emerald,Granite,13,12,9,25,Player sells
Mason,Journeyman,Emerald,Granite,14,13,10,26,Player sells
Mason,Journeyman,Emerald,Granite,15,14,11,27,Player sells
Mason,Journeyman,Emerald,Granite,16,15,12,28,Player sells
Mason,Journeyman,Emerald,Andesite,1,0,0,16,Player sells
Mason,Journeyman,Emerald,Andesite,2,1,0,16,Player sells
Mason,Journeyman,Emerald,Andesite,3,2,1,17,Player sells
Mason,Journeyman,Emerald,Andesite,4,3,2,18,Player sells
Mason,Journeyman,Emerald,Andesite,5,4,3,19,Player sells
Mason,Journeyman,Emerald,Andesite,6,5,4,20,Player sells
Mason,Journeyman,Emerald,Andesite,7,6,4,20,Player sells
Mason,Journeyman,Emerald,Andesite,8,7,5,21,Player sells
Mason,Journeyman,Emerald,Andesite,9,8,6,22,Player sells
Mason,Journeyman,Emerald,Andesite,10,9,7,23,Player sells
Mason,Journeyman,Emerald,Andesite,11,10,8,24,Player sells
Mason,Journeyman,Emerald,Andesite,12,11,8,24,Player sells
Mason,Journeyman,Emerald,Andesite,13,12,9,25,Player sells
